BookId,CollectionURL,Title,Keyword,Description,LanguageId,Subject_0,Author_0,Author_1,Author_2,Publisher,ExternalPublisher,CollectionType,PublicationYear,PublishYear,Subject_1,PublisherCity,Location_0,Location_1,Location_2,Location_3,SubjectId_0,PublisherId
20639f9a-9a43-4369-a207-570cc7571d01,NA,Gadjah Mada International Journal of Business3,NA,NA,NA,Business,NA,NA,NA,UGM Yogyakarta,NA,Periodical Literature,2015,2015.0,NA,NA,Anggrek,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
dc190fe6-e128-4380-b8b1-5bece1d34c42,NA,Inasea; industrial and systems engineering assessment journal,NA,NA,NA,Teknik Industri,NA,NA,NA,Binus University,NA,Periodical Literature,2011,2011.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
d8ebe4f9-1256-416a-bf41-677c654ab922,NA,Technology Review,NA,NA,NA,Teknologi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2013,2013.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
a43efae2-8d60-4930-a00c-bbd2ed96b040,https://storagelkcdev.blob.core.windows.net/file-upload/migrate-cover/book_intmdt-accounting_skousen.jpg,Communication Arts Magazine,NA,NA,NA,Seni Rupa,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,NA,NA,NA,NA,NA,NA
d72fd2f4-d5b6-4f26-9f3f-b7db172ca22a,https://storagelkcdev.blob.core.windows.net/file-upload/migrate-cover/book_intmdt-accounting_skousen.jpg,Power solution,NA,NA,NA,Teknik Informasi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,NA,NA,NA,NA,NA,NA
710b9689-2554-42ba-9ba8-0aaf43bf9207,NA,Higher Education Research & Development,NA,NA,NA,Pendidikan,NA,NA,NA,Taylor and Francis,NA,Periodical Literature,2020,2020.0,NA,Abingdon,JWC,NA,NA,NA,NA,NA
ebe8cc69-ad1b-48eb-a6c9-13d8a7f0989d,https://storagelkcdev.blob.core.windows.net/file-upload/migrate-cover/book_intmdt-accounting_skousen.jpg,InStyle,NA,NA,NA,Desain,NA,NA,NA,PT. Gramedia Pustaka Utama,NA,Periodical Literature,2014,2014.0,NA,NA,NA,NA,NA,NA,NA,NA
553a296b-96b2-41e6-a7e9-3856f6f8d352,NA,Asia Weekly,NA,NA,NA,Umum/Populer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
892b289d-71bf-49dd-a7ce-68bf65e7ab78,NA,Jurnal penelitian dan pengambangan komunikasi dan informatika,NA,NA,NA,Telekomunikasi,NA,NA,NA,Puslitbang Aptika dan IKP Kominfo,NA,Periodical Literature,2011,2011.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
a2623722-49c2-4b19-97de-f4e4945ba158,NA,The Journal of Finance,NA,NA,NA,Keuangan,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2010,2010.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
e7e1307e-c0ba-4750-a700-b1e00bdfbdf8,NA,Humaniora,NA,NA,NA,Bahasa dan Sastra,NA,NA,NA,BINUS University,NA,Periodical Literature,2010,2010.0,NA,NA,Kijang,NA,NA,NA,NA,NA
5069260c-689e-40d4-b55e-3a0299808422,NA,Polyglot,NA,NA,NA,Bahasa dan Sastra,NA,NA,NA,Universitas Pelita Harapan Press,NA,Periodical Literature,2013,2013.0,NA,NA,Kijang,NA,NA,NA,NA,Universitas Pelita Harapan Press
a0ed298c-04fa-42cd-b184-2e5ae959b02e,NA,Trust,NA,NA,NA,Ekonomi,NA,NA,NA,PT. Hikmat Makna Aksara,NA,Periodical Literature,2007,2007.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
f25bed61-e2c8-47e0-96d9-7c86acbc6036,NA,The Marketeers,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2012,2012.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
c83723f1-d679-4c8e-9c71-b03d31958771,NA,Jurnal Ilmiah Teknik Informatika : FORMAT,NA,NA,NA,Komputer,NA,NA,NA,Universitas Mercu Buana,NA,Periodical Literature,2005,2005.0,NA,NA,Anggrek,NA,NA,NA,NA,Universitas Mercu Buana
2eb7aee4-415f-4612-983d-696ba00f7cce,NA,The Winners,NA,NA,NA,Ekonomi,NA,NA,NA,BINUS University,NA,Periodical Literature,2022,2022.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
e0ac6151-0ce3-4615-bd27-90de93def28d,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Era Media Informasi,NA,Periodical Literature,2019,2019.0,NA,Jakarta,JWC,NA,NA,NA,NA,PT. Era Media Informasi
37db7d03-4aac-4462-b755-888ad22b5cc3,NA,Readers Digest (SG),NA,NA,NA,Umum/Populer,NA,NA,NA,Readers digest asia,NA,Periodical Literature,2011,2011.0,NA,NA,FX,NA,NA,NA,NA,NA
f0529968-eb07-4c40-8f11-8134d463d50b,NA,Trust,NA,NA,NA,Ekonomi,NA,NA,NA,PT. Hikmat Makna Aksara,NA,Periodical Literature,2008,2008.0,NA,Jakarta,NA,NA,NA,NA,NA,NA
e31e40f4-b087-4a1e-8bbb-b0631a7c8e5a,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Era Media Informasi,NA,Periodical Literature,2019,2019.0,NA,Jakarta,NA,NA,NA,NA,NA,PT. Era Media Informasi
d860d155-ac74-4dde-851c-e229ff3a9685,NA,Warta Ekonomi,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
f2916424-bf54-46cd-94de-416619df1222,NA,Jurnal Ilmiah Kursor,NA,NA,NA,Teknik Informasi,NA,NA,NA,Universitas Trunojoyo Madura,NA,Periodical Literature,2013,2013.0,NA,Jawa Timur 69192,NA,NA,NA,NA,NA,NA
dbc4f411-d1c5-44ff-a0d4-10995edde14b,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Era Media Informasi,NA,Periodical Literature,2015,2015.0,NA,Jakarta,NA,NA,NA,NA,NA,PT. Era Media Informasi
474020ee-0571-4b4d-8b54-0533f0d867bd,NA,Jurnal ilmiah Widya,NA,NA,NA,Umum/Populer,NA,NA,NA,Kopertis Wilayah III,NA,Periodical Literature,2018,2018.0,NA,NA,NA,NA,NA,NA,NA,NA
4d60b7ff-f3f9-422e-904e-38f73225eddc,NA,Lingua,NA,NA,NA,Bahasa dan Sastra,NA,NA,NA,Maranatha University Press,NA,Periodical Literature,2007,2007.0,NA,Bandung,NA,NA,NA,NA,NA,NA
0f441ada-265f-4c2b-88f7-7f6e00437d0a,NA,Technology Review,NA,NA,NA,Teknologi,NA,NA,NA,Massachusetts Institute of Technology Press,NA,Periodical Literature,2012,2012.0,NA,Massachusetts,NA,NA,NA,NA,NA,Massachusetts Institute of Technology Press
deb6e79e-c744-4b77-b3d1-554246b46d14,NA,WSJ,NA,NA,NA,Umum/Populer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2010,2010.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
0204726f-ea68-48d5-81ce-c35cbf4a30f0,NA,American Cinematographer,NA,NA,NA,Film,NA,NA,NA,American Sinematographer,NA,Periodical Literature,2018,2018.0,NA,NA,NA,NA,NA,NA,NA,NA
96ec7543-643d-42a4-afa9-691472f36b7d,NA,Gematika : jurnal manajemen informatika,NA,NA,NA,Manajemen,NA,NA,NA,Sekolah Tinggi Manajemen Informatika dan Komputer Akakom,NA,Periodical Literature,2006,2006.0,NA,Yogyakarta,NA,NA,NA,NA,NA,Sekolah Tinggi Manajemen Informatika dan Komputer Akakom
12356e04-19a2-411c-831b-bd7acf9e1630,NA,MIX,NA,NA,NA,Manajemen,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2010,2010.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
d5f2604f-e232-482f-80d6-c1973885d5b5,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Era Media Informasi,NA,Periodical Literature,2018,2018.0,NA,Jakarta,NA,NA,NA,NA,NA,PT. Era Media Informasi
1ca486d4-c585-4758-a791-89b65ff8c603,NA,"Journal of marketing, theory and practice",NA,NA,NA,NA,NA,NA,NA,NA,NA,Periodical Literature,2006,2006.0,NA,NA,NA,NA,NA,NA,NA,NA
5b0e0f66-69f0-444d-97be-7fd8c5a52254,NA,FuturArc : New Architecture,NA,NA,NA,Arsitektur,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2011,2011.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
ed255095-cbe8-4110-b42e-8732a8528d46,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2012,2012.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
b953d569-a5f4-41c0-a5ef-ee99221e3534,NA,Readers Digest (SG),NA,NA,NA,Umum/Populer,NA,NA,NA,Readers digest asia,NA,Periodical Literature,2007,2007.0,NA,NA,NA,NA,NA,NA,NA,NA
e3a2bfab-867f-48c2-8151-c7a9e93f9696,NA,Gadjah Mada International Journal of Business3,NA,NA,NA,Business,NA,NA,NA,UGM Yogyakarta,NA,Periodical Literature,2015,2015.0,NA,NA,NA,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
c22a05be-84c7-44f6-bb18-0686b1841d86,NA,Integritas : Jurnal Antikorupsi,NA,NA,NA,Hukum,NA,NA,NA,Komisi Pemberantasan Korupsi,NA,Periodical Literature,2019,2019.0,NA,Jakarta,NA,NA,NA,NA,NA,Komisi Pemberantasan Korupsi
bb8d5504-e387-409e-9bfa-eabe87a22de0,NA,Chip,NA,NA,NA,Komputer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2007,2007.0,NA,Jakarta,NA,NA,NA,NA,NA,NA
a74263f2-f206-4fa0-bbbf-742766fc8605,NA,Newsweek Magazine,NA,NA,NA,Umum/Populer,NA,NA,NA,The Newsweek Daily Beast Company,NA,Periodical Literature,2012,2012.0,NA,NA,NA,NA,NA,NA,NA,NA
ba708d1b-f271-4bdf-858b-36711263d60f,NA,Komisi Yudisial,NA,NA,NA,Hukum,NA,NA,NA,Komisi Yudisial,NA,Periodical Literature,2015,2015.0,NA,NA,NA,NA,NA,NA,NA,NA
857118ae-7e14-41cf-8936-f93ff3a9a6a7,NA,Digital Camera World,NA,NA,NA,Fotografi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2014,2014.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
c8c15d06-4c71-431a-9f35-21e20f33f816,NA,Chip,NA,NA,NA,Komputer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2006,2006.0,NA,Jakarta,NA,NA,NA,NA,NA,NA
48b0e842-cb22-4b2e-a393-c89f9621b58e,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Era Media Informasi,NA,Periodical Literature,2012,2012.0,NA,Jakarta,NA,NA,NA,NA,NA,PT. Era Media Informasi
3effcd02-61b6-4a50-a6df-5f789517adc1,NA,National Geographic Indonesia,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Kompas Media Nusantara,NA,Periodical Literature,2011,2011.0,NA,NA,NA,NA,NA,NA,NA,NA
def0efec-b3c7-46a6-9fdd-2eef82f7336f,NA,Business Week edisi Inggris,NA,NA,NA,Umum/Populer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
7f766fbc-056d-41de-b55b-45deaabb293a,NA,Bloomberg BusinessWeek,NA,NA,NA,Fotografi,NA,NA,NA,Bloomberg Businessweek,NA,Periodical Literature,2012,2012.0,NA,New York,NA,NA,NA,NA,NA,NA
5047d6d1-1715-464b-a104-a2cc38b014e3,NA,The Economist,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2018,2018.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
850dece9-01e9-4ce7-88bf-f74b410f8f5f,NA,Gadjah Mada International Journal of Business3,NA,NA,NA,Business,NA,NA,NA,UGM Yogyakarta,NA,Periodical Literature,2015,2015.0,NA,NA,NA,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
b7f3326f-29fd-470e-9a43-fa21cf57bcbc,NA,The Mckinsey Quarterly,NA,NA,NA,Pemasaran,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
5a4976bb-b321-4175-b5c2-fe25eb8b4bbf,NA,Technology Review,NA,NA,NA,Teknologi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2013,2013.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
74846059-096d-43c2-95d8-c143f14d252d,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Era Media Informasi,NA,Periodical Literature,2012,2012.0,NA,Jakarta,NA,NA,NA,NA,NA,PT. Era Media Informasi
4f55c007-34a4-4cc6-837c-e30166e75201,NA,Indonesian Capital Market Review,NA,NA,NA,Pemasaran,NA,NA,NA,Management Research Center,NA,Periodical Literature,2012,2012.0,NA,NA,NA,NA,NA,NA,NA,NA
ed281e83-9557-4ed4-a64b-3ccc59d94b02,NA,Trust,NA,NA,NA,Ekonomi,NA,NA,NA,PT. Hikmat Makna Aksara,NA,Periodical Literature,2008,2008.0,NA,Jakarta,NA,NA,NA,NA,NA,NA
4a72f6d9-d4bd-4ef3-999f-ebcc8edf52b1,NA,Gadis,NA,NA,NA,Umum/Populer,NA,NA,NA,PT Gaya Favorit Press,NA,Periodical Literature,2012,2012.0,NA,NA,NA,NA,NA,NA,NA,NA
b3233ede-7e89-4b71-b7ad-d11075b3bcb6,NA,Majalah Investor,NA,NA,NA,Business,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2012,2012.0,NA,NA,NA,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,Sine Nomine
b549f4b6-e3c2-4531-88c3-2907563e56a9,NA,Asia Weekly,NA,NA,NA,Umum/Populer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
30352d81-b8ba-44a8-99cd-b1b349086f26,NA,The flag golf unlimited indonesia,NA,NA,NA,Sport,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
